RegionID,RegionName,StateName,SizeRank,2008-03,2008-04,2008-05,2008-06,2008-07,2008-08,2008-09,2008-10,2008-11,2008-12,2009-01,2009-02,2009-03,2009-04,2009-05,2009-06,2009-07,2009-08,2009-09,2009-10,2009-11,2009-12,2010-01,2010-02,2010-03,2010-04,2010-05,2010-06,2010-07,2010-08,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08,2018-09,2018-10,2018-11,2018-12,2019-01,2019-02,2019-03,2019-04,2019-05,2019-06,2019-07,2019-08,2019-09,2019-10,2019-11,2019-12,2020-01,2020-02,2020-03
3101,Los Angeles County,California,1,459000,448700,432300,419300,403300,388100,373100,359800,346500,334100,320600,312000,304400,299600,294800,298400,304100,312800,319200,323300,326200,330600,335200,335200,332600,329900,334600,332900,333300,327300,330600,328300,329500,328900,324800,324800,320600,324900,322400,318300,315500,311800,312600,306800,307200,306300,306800,307000,306500,311300,312000,315500,317800,323200,331000,338200,345900,353400,356900,360600,366700,381800,395400,406700,413400,419000,421300,422900,421800,422800,419000,421700,420500,426400,427700,427100,428700,429700,433000,434400,436100,440800,443600,448200,450900,455100,455300,457600,457000,460100,460400,460700,459400,469800,474600,479500,475400,482600,489500,492700,491700,491100,493300,490500,492700,490600,496500,491400,496000,496000,505500,508500,512300,515200,521200,529900,541000,549500,555500,559600,562300,563500,566500,570700,573800,577000,579800,587900,593900,594600,596100,595900,601700,605000,604300,602800,606400,608700,613100,611300,616500,625400,633000,639900,
139,Cook County,Illinois,2,278900,274500,253100,240200,233400,233300,237600,238200,230400,224100,215400,213900,210700,206500,196900,188300,187600,194000,197600,199300,200100,199000,200600,196000,193500,189200,187400,187700,179900,175700,167700,171600,173700,177000,175800,176600,169600,164200,154400,153300,154400,158900,162100,161700,156100,153100,150200,149700,150200,150600,151700,153600,155500,158700,158700,153800,153100,150700,154400,153200,153100,152400,156600,166500,176800,185400,186400,187800,184600,185900,184400,187300,184100,182600,182600,187900,192600,197100,201500,203000,201200,198200,199400,198600,200800,204500,206700,205200,200000,194400,192500,188000,185400,182500,180900,181700,181800,184600,185900,187000,188000,190500,190500,192400,194300,198800,199500,200600,200000,201400,200000,198500,196500,198000,198200,200000,201200,204900,210400,216500,223800,225100,220700,220200,220900,225500,224600,226000,230200,222600,225900,231500,248000,250900,243400,235400,228800,229900,229600,232400,233700,239700,243900,255600,267100
1090,Harris County,Texas,3,137000,135400,132400,132600,133000,134600,136000,135300,132700,127200,126100,125200,127700,128100,130000,132800,136900,139500,140500,138400,136700,134200,134400,134100,134500,134200,133600,133300,131100,131400,130500,132400,134100,137800,136400,135100,132200,130700,129500,129800,131700,133400,133900,134900,135200,135900,133800,130600,129800,133300,137700,140100,141000,140400,139300,136800,139000,140300,142500,140900,141900,146300,150900,154500,156500,158200,159700,159200,160100,160300,160800,162200,164000,166400,167700,167200,166700,167000,166800,168900,168100,169000,169500,169300,170800,171000,172500,173500,174100,176100,175200,174900,173600,175200,176800,177700,176100,175800,177500,180000,182700,182100,183900,184100,186300,186800,187100,187500,188200,188600,189000,190100,190800,191400,192400,194400,195800,194800,194600,195800,196900,198400,197700,197500,197200,197200,199100,200200,203000,205500,207300,208100,207600,207500,208700,209900,209400,209200,209200,212600,214600,218400,219400,221300,
2402,Maricopa County,Arizona,4,231000,221400,212300,207400,200700,195600,186700,179300,170900,160700,149900,137300,128700,121200,118200,120200,124400,128300,130700,131200,134600,133800,135000,133300,133700,132700,130600,129200,127900,125900,124300,122700,121700,117900,117600,116900,116800,113600,109900,109800,109700,111500,113000,114400,118300,119800,116500,112200,110300,115600,120200,123100,124600,126900,128000,132000,136300,140200,142300,142500,145200,147300,150100,152800,155500,156200,156700,157200,157000,158500,158200,159500,158700,159300,159400,158000,158900,159400,163400,163600,164600,166100,166500,169300,171000,174900,176900,178600,179100,179900,181700,183900,185700,187800,189000,190100,191500,193900,196400,197500,198000,200500,202400,205000,208100,208200,210000,209900,211900,211500,212200,212100,214100,216100,218400,220100,223600,225800,230600,232900,235900,235200,233900,235000,238400,240400,241400,242200,244200,244200,246700,248400,250900,249100,249500,251100,254600,255600,258100,260900,265800,269100,274700,281300,
2841,San Diego County,California,5,404200,396900,381900,370000,353500,341300,331300,321300,310100,301600,292600,289600,284000,284700,283200,290900,297800,308000,314500,317900,321300,325000,323400,326900,327200,334500,332300,330200,328400,327500,328900,329900,333000,334800,325500,320300,317300,321700,321300,318000,317100,315500,313400,312500,312900,314000,313200,312400,315800,321200,326600,327300,331700,335700,343700,349700,356800,363600,363100,364700,368200,381500,393400,400800,404900,407000,412200,412600,415200,416100,415900,416300,417700,423600,427200,429300,431500,434700,437000,440700,438600,436400,438000,443700,449700,449800,450900,454700,457700,459500,456900,456700,461600,466100,471500,470500,473100,476100,479800,479800,479300,481200,485200,493500,495700,499300,499000,504900,509000,511000,513400,517900,521200,524000,526600,531400,538900,542900,543100,545600,547800,556600,555900,557900,555200,557500,561100,562300,559900,556800,555300,558200,556700,560800,559700,563500,561600,564200,562200,568700,576500,581700,585500,588200,
1286,Orange County,California,6,509900,503100,485900,467300,451300,440400,430900,420500,405300,394800,382900,382200,382100,379300,383000,390200,403800,411200,418800,427000,432500,436400,440000,440700,438800,431600,428300,425200,430400,432000,436500,434900,434200,426200,422900,421800,428400,426400,420100,412200,412600,411800,414500,409100,408800,401700,402000,400700,403100,404400,408400,416900,427100,437200,442800,447900,453300,462200,470100,481900,492100,505700,512400,518200,520600,524600,526900,524800,528100,535200,543000,549000,548400,547800,547500,547900,547900,548800,551900,562600,566100,567400,562300,569500,574100,578200,573100,575900,580800,586300,588900,589000,593100,596900,605200,605600,606500,605900,608700,611700,610500,617900,616200,614100,601800,598100,593500,592300,594700,601600,609300,610700,611700,609100,616700,633400,657500,671700,679500,688700,700800,700000,693500,687800,692300,694100,698400,699600,700000,694500,695700,699700,705000,709500,704900,702600,700500,700600,703300,708200,717700,725600,739900,759000,
2964,Miami-Dade County,Florida,7,287700,277800,269900,257600,251900,244500,236000,224700,212100,204400,190500,180900,169700,161500,155300,151200,153900,157000,157500,156600,155100,156700,161400,164200,168900,167300,167000,160100,151500,142200,133900,136300,141200,141400,129100,121900,121700,131200,138700,143700,155400,154400,151200,143700,143100,149400,154000,157800,158100,160200,160300,164000,161800,162900,163300,163700,166400,173100,177800,183300,180900,183800,188200,192600,195400,199700,199700,196000,196200,197200,202200,193900,194400,197200,203600,205300,208200,208000,208900,208600,209100,212400,212400,213500,215000,215800,221500,222200,224100,221100,223000,222800,225300,223600,228100,229600,231800,230200,229400,231900,235700,239800,242300,246400,250100,251300,251900,251600,254100,257000,257100,257300,254200,259200,263000,266000,264600,264800,269000,272500,276400,274400,271100,268100,267200,270000,268900,273100,273400,277000,274500,276300,278500,281700,281600,283200,283300,288900,288100,290800,290100,292800,293400,297100,
978,Dallas County,Texas,8,125300,122800,122300,122500,125300,127200,127600,125000,122700,117200,114700,112900,115400,114500,116100,119100,123600,126400,127600,128400,129800,127500,126900,121800,122500,123500,125700,125600,124000,124500,125200,124300,125300,126500,128000,126700,121500,119100,119800,121700,123500,124800,127300,126700,125200,127700,127500,129100,130600,133100,135900,136500,142400,144500,145100,144200,142900,144700,142900,144300,148300,156500,163000,166300,169300,171100,171900,168400,168400,166200,166500,166300,167900,168500,166400,166400,168400,170600,171000,171300,172000,174100,175200,177900,181200,182200,183000,181500,182900,183700,182200,184300,184800,186300,185100,184800,187300,188900,193400,195200,195900,194600,197800,200700,203900,202300,206600,207900,210100,209600,211700,210800,210500,213900,217700,221000,219000,222000,223600,230800,230200,229600,225600,226500,225900,224600,225100,225400,228700,232500,235200,235200,231700,232000,230800,231300,230700,233800,239000,242400,245900,244600,250500,249500,
2832,Riverside County,California,9,314500,297700,283000,270900,258900,247300,235700,228900,219500,210100,200900,192500,184300,174600,169500,168700,169900,172200,173800,177200,181100,186400,190800,193200,192000,189500,190800,192600,193800,191900,191100,191000,189600,189100,189000,191000,190500,187900,185900,184800,183800,182100,182500,183900,185200,184200,184800,185500,187800,190400,191800,192100,193600,192300,196600,202100,211500,218400,222300,226500,230400,234000,238200,242700,251000,255100,258800,260100,265500,269200,273000,275200,276400,276200,277600,279100,280800,281800,281700,283200,283200,285500,285300,290700,290600,294200,292500,294500,295400,296800,298200,300000,301000,304400,306700,307200,309300,309900,312200,311800,312100,316300,319900,320800,318800,316900,318500,321300,324200,327200,327200,329500,332900,337000,338200,343600,347000,350800,356100,363900,366700,364900,364400,367700,368300,366200,369700,370800,376400,377200,382600,382900,381900,379000,378400,380000,380400,383200,386500,390400,391600,389400,389700,392600,
3250,San Bernardino County,California,10,270800,258100,243100,234200,222200,214400,204100,198200,188600,180300,169900,162100,153800,143900,136500,132600,132300,135400,139400,143400,146100,148100,150000,149900,149100,148300,148700,150300,151000,152700,154000,153700,153200,151300,152200,151600,150700,147900,145400,143700,144800,147100,149600,149000,149300,146900,147800,145600,146200,146800,149100,152600,155500,159500,162800,165800,171400,173900,176600,174300,176600,179000,185800,189900,192900,196700,204900,214200,214900,218100,217100,222000,219900,223200,225400,229300,230100,231300,230800,233800,236900,240600,240000,240800,243700,247400,245600,244500,246600,252400,255500,254200,256100,258000,261300,262300,263000,262200,263200,262300,266400,265900,273600,271600,273100,268900,267600,267300,268500,272700,275400,277400,278600,281000,285500,293600,299900,302300,304200,309700,311700,315000,312000,316300,316400,319300,318800,319500,316700,314300,315300,319500,323700,323900,324300,323800,323300,324700,330200,335200,335300,332900,336700,340200,
445,Clark County,Nevada,11,245200,241000,234600,225600,216800,206000,197200,188400,179900,172200,163200,155900,148000,138900,131400,125600,123900,121800,121700,123000,125300,126300,126500,125600,125500,126600,128300,128800,126200,124500,123100,122400,121800,120400,119200,118000,115500,114500,112600,111200,108800,106000,105500,107200,109700,110500,110400,109800,111100,113100,115300,116900,117700,119800,122500,126500,130800,134400,137000,139200,142400,145900,149100,152700,156500,159300,161300,163000,165300,167500,168600,169500,170500,171200,171900,166200,167100,170500,178000,179700,180300,181800,181800,183900,184800,187900,187500,185600,187500,189400,194300,193600,195500,196700,199900,200600,200500,199400,199900,199800,200000,199200,200500,202100,204200,206500,210200,213600,218100,219900,222600,224300,228000,229700,233300,235800,238600,241200,243600,247600,250100,253600,256500,259200,259700,261200,263400,267800,269200,270600,272500,273500,274300,271500,271900,270800,271800,272300,275100,278400,280600,283900,284800,288500,291200
207,King County,Washington,12,393300,391800,383900,377900,365700,363500,362100,361500,357300,360200,368500,368700,356900,342200,334100,331500,328800,332500,338200,342300,341100,348700,360200,370400,364100,352100,341000,334300,346300,350700,361100,352000,354000,356600,360200,362100,349000,342600,327900,321000,308600,307600,309900,304400,299600,296800,301200,298800,295900,305300,313200,322700,323200,330700,336900,342700,350100,350800,347600,345500,349600,354000,357400,357300,365900,368500,376400,374400,374600,371400,371100,373100,371800,372500,370800,375300,380100,381200,385400,385100,388400,385600,387800,387400,389900,400100,405100,408300,401000,407000,409000,414400,416400,425200,431800,435600,435200,438000,441000,445300,442400,441700,442700,449200,461600,469300,478700,480800,487900,500400,509000,517900,521700,531700,535900,540600,542400,549800,554300,561000,569300,586300,593300,589000,573700,566400,570000,574500,575800,569800,571600,578600,591900,602000,607000,602100,588800,584600,582900,589000,587300,601400,607800,626000,
2049,Tarrant County,Texas,13,132300,131000,128400,127800,129000,130600,130200,130000,130000,130600,129500,128100,127200,127500,126300,127900,128400,131300,130600,131000,130700,130800,130300,131600,131600,132500,129400,129100,128400,132200,134200,133800,133200,132200,133800,132000,129400,124600,122100,123100,124600,128100,129600,132900,132700,132200,131000,131800,132700,135600,136900,139500,139400,139500,139400,140000,139400,138100,137300,137800,139900,142700,145600,146800,150300,151600,152900,152200,153300,153700,151100,150200,149500,153000,154100,156500,157400,159300,158900,160700,160700,163500,162300,163900,164400,166200,167400,169800,172500,172200,171400,170100,171800,173100,176400,178300,180400,181500,182100,182500,182700,184900,187500,189800,191400,193100,195100,199100,201100,201500,200100,200500,202200,203500,204800,205500,206800,208900,211400,214700,214300,215000,214000,215900,216900,215800,217200,217900,221000,219900,221300,222200,223200,223200,223600,225900,226100,228300,229400,235200,239300,240000,241000,240100,
3136,Santa Clara County,California,14,683100,651400,634200,621100,613800,592900,565400,534500,500300,483500,471000,463700,434100,412300,405800,422900,451800,473300,485200,490600,499800,516700,519600,513900,507400,503300,506600,509500,522600,527400,532700,527500,525200,521800,514700,501000,484700,478000,481300,491900,498400,507700,505500,494300,485100,483900,488600,483900,481700,490700,509100,530700,554000,574300,581600,583200,588200,602700,617500,624800,624800,631400,641700,652100,658800,662600,671600,672100,674400,675200,685900,695700,704400,709400,710300,712400,709900,718500,723900,732400,738600,750600,755600,765900,767600,773000,779200,790000,807400,819800,822300,820800,821300,838300,841200,842900,836800,842800,847700,846600,856700,852700,859000,860100,869000,871700,872700,885600,899200,904100,904500,912200,923900,934700,955600,985800,1026000,1078700,1105300,1155400,1176300,1188100,1170300,1143700,1131700,1125200,1112400,1133200,1115800,1108000,1087100,1079200,1082100,1066300,1066700,1065500,1073400,1065100,1059400,1054600,1072800,1094200,1094500,1095900,
1561,Broward County,Florida,15,228800,221900,214400,209500,203600,204800,195700,190500,177900,171500,159700,152000,142900,134800,125700,120000,118300,119000,120600,120900,124400,127100,122900,116400,112500,113000,114400,113900,112600,110600,109000,110000,111600,112200,108200,103700,99300,97500,97600,100400,104100,105400,106300,106700,109400,110400,113400,112900,113000,113700,115100,117200,117300,119100,120900,123400,125300,131500,135100,138200,135500,136500,138500,141900,145700,149300,153900,155900,155700,156200,158000,160100,161000,159700,160700,161000,164100,164400,167700,169100,174200,175800,176400,176200,177900,181100,185700,188400,191700,191400,190400,188300,185900,187600,191000,196500,198800,199600,200900,202100,202800,202000,205700,208100,209300,208900,209300,212200,214300,217800,218100,220500,219700,225600,225000,228100,228800,231600,233600,233100,235400,237500,239100,240200,238800,239100,237500,239900,243600,246800,247900,251900,256200,259200,256000,255500,255200,255900,252400,253600,257200,263700,268500,272700,
386,Bexar County,Texas,16,133800,134100,133500,133800,134100,135300,134600,134500,132300,129700,129200,130200,133000,134600,135600,136700,138000,138300,138400,136700,135900,133700,133700,134600,134500,133600,131800,132300,133500,135800,136900,138300,140500,141200,139500,135600,134300,133700,134900,135000,135700,135500,135700,136500,135800,136500,133700,135500,135600,138900,140600,142600,143600,142200,142000,142500,143400,144300,141200,143500,144300,148800,149600,152600,153800,155600,153800,153500,152100,152500,154000,155500,157000,157400,158200,157500,157900,157700,159500,160000,161400,162600,164400,164900,166300,166800,167900,168900,169400,170100,170200,171100,169800,170700,171200,172500,173800,174400,175300,174500,175900,176900,178200,178500,179200,179100,178300,179200,178700,178900,178400,180400,180100,180800,181200,183800,184700,187000,187900,188300,188100,188800,190100,189800,190200,190900,193800,197900,199400,198000,193700,193400,194700,197800,200000,201300,202600,204100,206300,208600,207800,208500,207800,212100,
2452,New York County,New York,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,828800,802000,800000,770200,799800,798200,829000,827500,793500,785700,809600,840400,853200,826400,831900,834100,853200,833900,824300,795900,798500,796500,808600,829900,852100,871500,866800,862900,847200,870700,859300,865200,803900,813400,819200,849100,847900,836400,838100,842800,858500,869500,876100,899800,904300,897400,869600,875700,893200,906600,910000,891000,895500,917400,945500,959500,951400,946600,932300,932100,941300,952600,961200,973900,1027800,1064700,1100100,1057800,1106100,1125800,1127500,1056800,1051500,1054300,1057600,995500,998000,977900,969700,944700,941900,958000,1003000,1056900,1093100,1086300,1027700,994800,955300,952400,945500,996700,1001800,1004500,1001300,1017000,1007200,981400,986300,999800,996700,980600,970100,955900,975300,1008500,1012000,1018700,1001400,1032800,988500,971300,933800,932400,924700,917200,947400,945500
3175,Philadelphia County,Pennsylvania,18,111000,110900,111500,109300,108300,112000,115000,115800,113600,109700,108000,101800,101200,107300,111400,113800,109300,116100,120800,123800,126400,125000,122200,113100,113900,116600,120400,118800,115000,108400,106300,101600,106600,102500,106600,104700,108800,107600,107100,107000,104900,106900,106400,107300,103800,104100,104300,101600,100300,102300,107600,106300,105900,109000,108400,105300,103500,108300,109900,107400,102300,105000,105300,109000,109200,111600,111400,113200,114000,117100,118100,117700,122600,121400,122300,117500,117300,119100,118200,119400,115400,116000,114400,110200,113300,115500,121000,119700,120000,120600,123000,124700,124600,119700,124700,122100,123300,115900,120500,121900,124700,124600,127000,123900,125500,126600,131100,134100,136800,138500,139800,141600,142900,144500,143800,143300,146300,144900,148500,140100,140600,135800,141200,140600,142200,140800,142200,142400,147100,150000,153000,153500,154200,156500,158100,161500,163500,162900,160300,162400,171800,177500,184200,188400,
1510,Alameda County,California,19,525500,501100,466100,442800,433700,423600,410200,390300,369400,354100,341500,334900,315400,306000,301300,314600,323200,330600,343600,361800,374300,378400,375000,374300,376800,368200,375600,374600,380000,372500,373100,378700,379500,373900,361200,356100,349800,346600,336500,331100,331500,332700,338700,342200,344400,341300,337100,337100,329400,331100,331600,344100,358700,375700,388700,395000,401000,411200,422000,426100,430900,437500,452700,468700,484500,494600,503000,508400,513000,514800,518900,520100,522600,526800,535300,543400,548600,561200,562600,562500,561400,565500,569700,564500,577500,596000,610900,611200,609000,615200,619500,624100,623600,636100,642800,657400,650700,648700,646700,649600,651300,649700,656100,661400,676900,682600,692600,700000,712600,715900,702500,698900,700900,710500,717800,732800,745800,761000,776000,791100,793400,789900,792900,799200,803100,799700,802200,803100,804400,797500,796900,805100,809100,800100,792400,789700,793500,791400,791700,803100,798700,806000,809400,852900,
2801,Middlesex County,Massachusetts,20,362800,353500,347000,346600,347500,350200,349700,344900,334400,330700,331300,345800,334600,333000,320600,329800,333600,335700,342100,337700,336800,343500,353100,360100,351900,348700,344500,348900,354400,366600,373600,366700,358700,352300,353400,351900,339900,329400,327800,341600,352300,355400,355700,350900,348200,338400,343000,347800,351700,351700,350700,359300,362100,365600,364900,365300,364200,360300,362300,362800,364400,367000,369000,374800,375800,382300,384700,390300,389500,389400,389300,389100,387600,386200,391400,394700,399900,396400,399600,400800,404500,403300,405800,409900,415500,411600,410700,408400,413100,413700,415000,417000,419800,423700,422000,425100,422100,427200,426000,432700,438000,441300,441100,432200,436700,440200,447500,447700,453400,459800,464300,459300,457500,460600,467700,470900,469900,475400,481700,489800,491900,496800,494800,497300,497500,500300,496800,494500,495200,495100,501000,504300,511300,511500,514800,512100,508900,506100,510500,510500,510700,511500,521700,539100,
2046,Suffolk County,New York,21,395700,399100,403500,403800,397000,393100,386300,380400,372300,369000,363200,361300,357400,355200,354000,356500,352900,354300,348700,350600,343000,348200,346500,354000,351700,354000,349500,347200,346100,344400,343500,348100,345300,351700,349700,353900,347900,340500,342500,337700,340700,334000,331600,330300,324900,332400,329500,330600,334800,337400,341600,340900,342500,342800,330000,331700,330400,340100,342900,348600,350300,348100,349800,349500,348500,345800,345200,346300,347200,345600,346000,342400,340000,337500,336500,338700,341800,343500,341500,336300,339100,340200,349900,353200,355400,350600,347400,353400,351600,349400,345400,345500,347600,346300,347700,349300,345200,345100,345300,351400,352000,353900,352400,353400,349700,351700,351500,355700,357300,358900,356800,354700,358600,361700,365800,365300,359600,354100,349600,355800,363100,369400,372900,373600,374200,380000,382300,385600,382100,385200,384400,388900,387000,390900,393300,396100,400400,403500,405100,408100,407200,411600,412700,418800,425800
3017,Sacramento County,California,22,249100,234500,221900,211800,203400,198700,191600,187800,179300,174800,170100,165400,162900,159800,161700,162800,166400,171100,172600,174300,174000,177200,176900,174100,173500,173600,175100,174300,172200,170800,168500,169100,170200,170400,169400,163600,159900,156100,154200,152200,150300,151600,151500,151600,153000,153700,156200,156300,157600,156700,153900,153200,154500,161100,165300,171100,177200,182400,188900,191000,197800,200900,209100,214200,221800,225500,229700,230000,232900,236700,240600,242700,241700,245000,246900,249200,248300,247600,249800,251000,251700,252300,252400,257200,259600,262900,262100,262600,263700,265100,267500,270200,270700,273800,276000,281700,285700,288500,289700,290500,292400,295000,295200,299600,303300,304800,304800,303800,305100,305400,308100,311700,317600,320400,321800,323100,325700,329900,334100,334800,339100,342100,344000,343000,339400,342400,344500,345800,347200,347000,350900,351300,352600,356000,356000,356800,356300,357800,359900,358800,362500,363400,366900,370200,
1252,Nassau County,New York,23,458700,462500,471400,472800,465700,463200,453900,446400,432400,424200,421300,415200,416100,414400,415400,412500,412100,405400,406200,407800,415400,416700,415500,420200,424700,431500,427100,425300,414700,415500,413200,416300,418900,413500,419600,419700,423600,428300,418100,415300,402900,404100,411600,409800,408500,398200,399400,399900,397000,396900,401600,407300,406400,407500,412000,410200,412400,409600,418800,420200,421500,415900,412800,416100,422000,424300,428300,428500,429500,426600,427800,427500,426900,424500,425500,426700,429700,434200,437000,435600,431700,426700,428000,432900,436400,444500,442800,446700,438800,439500,435400,437300,434600,439400,442500,443100,445900,447300,454000,452900,454600,456200,456700,460500,461600,466100,464300,469900,472800,479500,483700,485800,484800,484200,485800,488600,493900,498900,500200,498100,499700,506600,507400,504700,505900,505800,510800,511400,519600,519000,519600,514500,517900,519600,526800,528900,527000,518200,515000,519700,531300,535600,539300,539300,
2993,Palm Beach County,Florida,24,239500,231000,220900,221100,219900,220900,214500,205300,193100,183700,174400,166800,159600,152600,146900,146300,149500,153700,158900,159600,158400,156000,155000,154800,149300,144900,143600,144800,143400,139400,134600,134300,132800,131400,128700,123800,119500,115500,116400,116000,116300,113800,113200,113800,112200,114400,113700,116200,115900,120800,124200,128500,129600,132200,134300,137600,139800,142600,146000,148200,147100,147300,151800,156700,159700,161000,162900,166400,168400,172200,172800,172800,174500,174300,176800,179400,184100,183600,183900,182200,187200,188200,191100,190400,191600,194700,202000,206600,207600,207200,207300,208800,208400,210300,207500,211100,213000,221000,221400,222200,223200,226200,228800,228700,226000,225700,223800,228900,229100,233300,232600,235000,235500,237200,239300,240900,242700,245100,249300,251900,253900,252600,249100,246900,244000,244800,245900,251600,255100,254200,251600,252600,256800,259200,259700,258500,258800,261000,264000,267000,273000,278100,285500,287100,
2241,Cuyahoga County,Ohio,25,,,,,,,,,,,,,,,,,,,,94700,100600,100500,99100,97700,98400,99700,101400,100600,94400,87600,81900,84400,91900,96200,94200,82100,78000,75900,76900,80600,81900,86200,81900,81100,79300,80300,81100,78600,75500,77900,82900,85500,87800,87800,90000,86100,83900,86000,87500,90900,90300,88500,85700,86900,91400,94800,94200,91200,89000,86400,87000,83500,84400,85200,90300,92900,94300,97300,96200,97000,93500,94800,95500,92800,92700,87900,92300,93900,99200,98600,98200,93600,92200,91900,94400,99400,98800,101600,100900,104100,102200,103400,101900,103500,106100,109500,112000,108900,107300,108700,112400,110300,108200,105700,109300,114200,119700,120500,118800,115900,118400,118400,119000,114800,112000,110800,113100,115700,118400,119600,121200,124700,125500,126900,126000,124900,123600,119300,119700,119300,122600,125100,127300,132900,
3165,Hillsborough County,Florida,26,194800,184600,178400,173900,172300,168300,163000,156400,151700,145700,139100,133600,129700,128400,125100,124900,124900,125100,126100,124200,126300,123700,124700,123600,120400,118600,117100,118800,113800,111400,108900,107900,105100,104100,101000,94700,91200,88800,91100,91300,96700,99700,103400,102800,102000,100200,101400,104100,105100,107600,107200,109100,110300,112000,113200,114200,119900,123900,125900,126000,128000,130700,132800,133600,136400,139700,141200,140600,136800,137600,136100,138100,136200,135200,136200,137700,142300,142400,143800,144700,145400,148000,147100,149800,151000,155700,156900,158000,157400,157900,159700,161600,163400,163400,167200,171400,174000,176300,176000,180300,178600,180000,178800,181100,182600,183000,185800,185800,188200,185700,186800,187600,191200,193100,194800,195900,199500,200700,204500,206800,210500,211900,212100,213300,214300,216000,217800,220900,226800,231100,234500,233000,228800,223800,220200,220800,221600,223200,225200,228900,232700,236400,245000,252100,
2614,Allegheny County,Pennsylvania,27,86100,89100,92100,91900,94300,93300,91800,88900,90000,86400,81000,78900,81900,86400,92300,97300,103000,105100,107200,108100,110400,108300,104600,100200,102600,106400,110500,109900,107900,107000,107400,110900,111100,111000,106200,102800,102500,101900,106000,107200,113000,113400,112500,109400,108400,105800,107800,104400,107900,109700,115400,118100,118500,117800,117700,117000,117000,113500,115800,111000,113700,112700,119500,120000,120700,120900,122600,121200,120400,118300,115800,111600,114300,118900,123700,123400,123000,125700,126300,126300,124400,126600,127200,127700,128500,127900,129000,128300,131600,132100,131900,130400,132000,132100,134500,133600,133000,131600,132000,133100,133300,133000,133000,134000,134900,135900,136800,132700,133600,133800,140500,141300,141900,140600,140000,142300,145500,144700,143200,143100,150600,151900,151000,147800,147900,149500,148400,150000,149700,152500,151900,154200,155900,157800,158200,157700,155900,156100,153500,156800,160200,164300,168900,172600,
1950,Oakland County,Michigan,28,159100,150500,142800,135200,135800,135600,134900,128300,120200,114200,107000,100200,91300,82800,79600,78400,82800,85400,91700,94500,103300,107800,111300,105800,101500,99300,103300,106300,108700,104200,100100,93700,96600,98000,105800,100200,96200,88800,89000,92600,96500,105200,107400,111800,110300,110200,107200,104700,103500,101400,105900,108000,116000,124200,127900,133700,127400,132900,130700,137600,138300,140100,139100,141300,148400,158400,159700,161300,157500,160000,158500,159600,157200,157600,161600,166400,170900,174300,177900,172300,168400,167200,172900,175100,175400,175700,175800,178900,182500,183500,181800,179600,179900,180200,182100,184800,187700,187700,187000,188800,189500,192600,192900,197100,198200,199000,199300,201800,204500,210400,212900,214300,207800,204200,206100,209900,215300,217700,218300,219600,220100,222200,222300,221100,220700,220900,221200,220500,221300,224300,223300,220300,219900,222700,229500,227600,230800,229800,235500,237300,239200,238900,238600,239600,243800
2288,Franklin County,Ohio,29,134800,131700,133400,132600,130500,127400,124900,123300,119200,118500,120800,121100,120500,119100,120500,121100,124400,128700,132300,134000,134200,132300,132200,135400,137000,133300,128000,125900,119500,116700,112200,114800,114200,121100,121400,117600,109800,109700,110800,113400,114300,117300,115000,113400,113700,117100,117800,112600,108300,113000,118900,126100,127800,129700,128400,123800,123200,125000,125600,122900,119200,119000,122400,128300,133900,137300,135500,131900,131900,130300,130700,130200,133000,134900,134600,137600,139700,141500,139400,138900,139100,139500,140600,154400,156300,155700,144700,144700,144700,144800,145300,145200,142300,141700,143300,147300,151100,152400,151800,149100,149900,150200,153700,155000,157200,157500,159100,157500,156300,156000,158900,159900,160500,160000,160300,161800,163200,166800,168500,170800,170000,169500,166900,168500,168900,171100,170700,172500,174300,178200,177200,183100,184500,189400,185700,183800,182700,181600,181500,183200,189300,195800,199100,199000,201500
